,Year,Month,Region,Model,Estimated_Deliveries,Production_Units,Avg_Price_USD,Battery_Capacity_kWh,Range_km,CO2_Saved_tons,Source_Type,Charging_Stations,Prod_Deliv_Ratio,CO2_per_unit,Deliveries_per_station,YearMonth,Lag_Deliveries,Rolling_3m_Deliveries,Delivery_Growth_Rate,Price_per_kWh
2256,2021,2,Asia,Model S,11057,11975,115158.3,75,412,683.32,Official (Quarter),11978,1.083024328479696,0.05706221294363257,0.9231090332275839,2021-2,15381.0,11862.666666666666,-0.28112606462518697,1535.444
2257,2017,12,North America,Model Y,11318,12678,77446.55,82,481,816.59,Estimated (Region),4505,1.1201625728927371,0.06441000157753589,2.5123196448390677,2017-12,9078.0,8499.333333333334,0.24675038554747752,944.4701219512195
2258,2020,1,Asia,Model X,10621,10724,82600.79,75,421,670.72,Official (Quarter),8637,1.0096977685716977,0.06254382693024992,1.2297093898344333,2020-1,11057.0,12353.0,-0.03943203400560735,1101.3438666666666
2259,2018,9,Middle East,Model 3,11696,12343,75003.46,60,340,596.5,Official (Quarter),9246,1.0553180574555403,0.048326986956169486,1.2649794505732208,2018-9,12810.0,11178.333333333334,-0.0869633099141296,1250.0576666666668
2260,2017,1,Europe,Model X,10853,10934,55103.13,120,684,1113.52,Official (Quarter),6543,1.0074633741822538,0.10184013169928663,1.658719241937949,2017-1,9962.0,10406.0,0.0894398715117446,459.19275
2261,2017,4,Middle East,Cybertruck,15689,17358,61712.49,75,441,1037.83,Interpolated (Month),10005,1.106380266428708,0.059789722318239424,1.5681159420289854,2017-4,11696.0,13398.333333333334,0.34139876880984943,822.8331999999999
2262,2019,10,North America,Model 3,9848,10801,51187.84,75,448,661.79,Interpolated (Month),3535,1.0967709179528837,0.06127117859457457,2.785855728429986,2019-10,11318.0,10081.333333333334,-0.1298816045237674,682.5045333333333
2263,2019,8,Middle East,Cybertruck,16904,17438,66570.43,100,581,1473.18,Official (Quarter),12959,1.031590156176053,0.08448101846542035,1.3044216374720272,2019-8,15689.0,14763.0,0.07744279431448775,665.7042999999999
2264,2017,2,Asia,Model X,249,268,91659.22,75,412,15.39,Official (Quarter),8569,1.0763052208835342,0.05742537313432836,0.029058233166063718,2017-2,10621.0,7309.0,-0.9765558798606534,1222.1229333333333
2265,2017,8,Asia,Model Y,1177,1215,96317.9,120,689,121.64,Interpolated (Month),3063,1.032285471537808,0.10011522633744856,0.38426379366634017,2017-8,249.0,4015.6666666666665,3.7269076305220885,802.6491666666666
2266,2024,6,Middle East,Model 3,13451,13642,72453.51,82,466,940.22,Interpolated (Month),10471,1.0141996877555572,0.0689209793285442,1.2845955496132175,2024-6,16904.0,15348.0,-0.20427117841930909,883.5793902439024
2267,2021,12,North America,Cybertruck,5022,5211,62150.05,60,358,269.68,Official (Quarter),13255,1.0376344086021505,0.05175206294377279,0.378875895888344,2021-12,9848.0,8729.333333333334,-0.4900487408610885,1035.8341666666668
2268,2019,3,Asia,Model X,11583,12335,87487.97,100,573,995.56,Official (Quarter),7670,1.0649227315893983,0.08071017430077017,1.5101694915254238,2019-3,1177.0,4336.333333333333,8.841121495327103,874.8797
2269,2023,1,Asia,Model 3,6659,7582,77831.43,120,697,696.2,Estimated (Region),12357,1.1386094008109326,0.09182273806383541,0.5388848425993364,2023-1,11583.0,6473.0,-0.4251057584390918,648.59525
2270,2019,10,Asia,Model S,7860,8594,74924.71,82,483,569.46,Estimated (Region),5804,1.0933842239185751,0.06626250872701886,1.354238456237078,2019-10,6659.0,8700.666666666666,0.180357411022676,913.7159756097561
2271,2025,4,Middle East,Model 3,14345,15265,94878.36,82,490,1054.36,Interpolated (Month),13075,1.0641338445451376,0.06907042253521126,1.0971319311663479,2025-4,13451.0,14900.0,0.06646345996580183,1157.0531707317073
2272,2015,6,Middle East,Model 3,8899,9724,75823.95,100,573,764.87,Estimated (Region),11969,1.092707045735476,0.07865795968737145,0.7435040521346813,2015-6,14345.0,12231.666666666666,-0.379644475426978,758.2395
2273,2018,2,North America,Model S,7777,8238,62724.52,100,557,649.77,Estimated (Region),12927,1.0592773563070592,0.0788747268754552,0.6016090353523633,2018-2,5022.0,7549.0,0.5485862206292313,627.2452
2274,2025,2,Middle East,Model Y,7540,8505,90014.78,82,469,530.44,Estimated (Region),4795,1.1279840848806366,0.06236801881246326,1.572471324296142,2025-2,8899.0,10261.333333333334,-0.15271378806607483,1097.7412195121951
2275,2023,3,Asia,Cybertruck,8116,8848,92442.19,75,426,518.61,Estimated (Region),13853,1.0901922129127648,0.058613245931283905,0.585865877427272,2023-3,7860.0,7545.0,0.03256997455470745,1232.5625333333335
2276,2019,7,North America,Model 3,11549,12620,104702.35,120,702,1216.11,Official (Quarter),13013,1.092735301757728,0.09636370839936607,0.887497118266349,2019-7,7777.0,8116.0,0.4850199305644851,872.5195833333333
2277,2022,7,Asia,Model S,13013,13750,82457.31,60,332,648.05,Estimated (Region),10307,1.0566356720202874,0.047130909090909084,1.262540021344717,2022-7,8116.0,9663.0,0.6033760473139478,1374.2884999999999
2278,2018,6,Asia,Model S,11866,12603,117056.21,60,346,615.85,Interpolated (Month),10261,1.062110230911849,0.04886534951995557,1.1564175031673327,2018-6,13013.0,10998.333333333334,-0.08814262660416505,1950.9368333333334
2279,2015,6,Middle East,Cybertruck,14478,15062,76409.89,75,413,896.91,Official (Quarter),6864,1.0403370631302666,0.05954786880892311,2.109265734265734,2015-6,7540.0,10305.666666666666,0.920159151193634,1018.7985333333334
2280,2017,9,Middle East,Model 3,10579,11779,80960.57,75,439,696.63,Estimated (Region),7670,1.1134322714812364,0.059141692843195516,1.3792698826597132,2017-9,14478.0,10865.666666666666,-0.269305152645393,1079.4742666666668
2281,2025,1,Europe,Cybertruck,10166,11068,101384.48,100,575,876.82,Interpolated (Month),12767,1.0887271296478458,0.07922117817130467,0.796271637816245,2025-1,10853.0,10327.0,-0.06330046991615224,1013.8448
2282,2024,11,Asia,Model S,6687,7081,54489.47,120,673,675.05,Estimated (Region),12514,1.0589202931060266,0.09533258014404744,0.5343615151030845,2024-11,11866.0,10522.0,-0.43645710433170404,454.07891666666666
2283,2025,10,North America,Model X,16033,16582,79611.01,82,473,1137.54,Official (Quarter),13663,1.0342418761304808,0.06860089253407309,1.1734611725096977,2025-10,11549.0,11786.333333333334,0.3882587236990216,970.865975609756
2284,2017,8,Middle East,Model S,12673,14159,102622.29,60,354,672.94,Estimated (Region),9216,1.1172571608932376,0.04752736775195989,1.3751085069444444,2017-8,10579.0,12576.666666666666,0.1979393137347576,1710.3715
2285,2016,7,Europe,Cybertruck,13821,14501,80381.36,100,554,1148.53,Estimated (Region),5647,1.04920049200492,0.0792035032066754,2.447494244731716,2016-7,10166.0,11613.333333333334,0.35953177257525093,803.8136
2286,2016,2,Europe,Model Y,12910,12986,58547.69,60,343,664.22,Interpolated (Month),14206,1.0058869093725793,0.05114892961651009,0.908770941855554,2016-2,13821.0,12299.0,-0.06591418855365028,975.7948333333334
2287,2015,3,Europe,Model 3,6612,7456,72184.54,82,457,453.25,Official (Quarter),9681,1.1276467029643074,0.0607899678111588,0.6829872947009606,2015-3,12910.0,11114.333333333334,-0.48783888458559255,880.2992682926829
2288,2019,2,Asia,Model 3,10886,11220,105859.86,60,352,574.78,Interpolated (Month),3765,1.0306816094065772,0.05122816399286987,2.89136786188579,2019-2,6687.0,9813.0,0.6279347988634665,1764.331
2289,2018,8,Middle East,Model 3,6056,6666,101051.69,75,434,394.25,Official (Quarter),5481,1.1007265521796565,0.05914341434143414,1.1049078635285532,2018-8,12673.0,9769.333333333334,-0.5221336700071018,1347.3558666666668
2290,2018,3,Asia,Model Y,17318,18386,79924.05,120,679,1763.84,Estimated (Region),9770,1.0616699387920083,0.09593386272163602,1.7725690890481065,2018-3,10886.0,11630.333333333334,0.5908506338416315,666.03375
2291,2020,1,Middle East,Cybertruck,6748,7252,73067.13,75,429,434.23,Interpolated (Month),13283,1.0746887966804979,0.0598772752344181,0.5080177670706919,2020-1,6056.0,8492.333333333334,0.11426684280052846,974.2284000000001
2292,2019,9,Europe,Model 3,10984,11720,104458.95,60,336,553.59,Estimated (Region),4974,1.067006554989075,0.04723464163822526,2.2082830719742663,2019-9,6612.0,10168.666666666666,0.661222020568663,1740.9824999999998
2293,2015,1,North America,Cybertruck,6367,6802,104962.32,82,459,438.37,Estimated (Region),9170,1.068321030312549,0.06444722140546898,0.69432933478735,2015-1,16033.0,11316.333333333334,-0.6028815567891224,1280.0282926829268
2294,2021,8,Middle East,Model S,10233,11730,73326.92,120,695,1066.79,Estimated (Region),4082,1.146291410143653,0.09094543904518329,2.506859382655561,2021-8,6748.0,7679.0,0.5164493183165382,611.0576666666667
2295,2019,6,Middle East,Model X,11186,11734,74473.01,120,695,1166.14,Interpolated (Month),6290,1.0489898086894331,0.09938128515425261,1.7783783783783784,2019-6,10233.0,9389.0,0.09313006938336743,620.6084166666666
2296,2018,6,Middle East,Model X,17589,17847,53084.61,60,335,883.85,Interpolated (Month),9495,1.0146682585706976,0.0495237294783437,1.8524486571879937,2018-6,11186.0,13002.666666666666,0.5724119435008046,884.7435
2297,2017,11,North America,Model 3,6667,7125,100750.43,100,578,578.03,Estimated (Region),11006,1.0686965651717415,0.08112701754385965,0.6057604942758495,2017-11,6367.0,9689.0,0.04711795193968893,1007.5043
2298,2022,2,Middle East,Model S,4371,4439,106904.99,75,413,270.78,Interpolated (Month),10907,1.0155570807595515,0.06100022527596305,0.40075181076372973,2022-2,17589.0,11048.666666666666,-0.7514924100289954,1425.3998666666666
2299,2024,2,Middle East,Model X,12916,13789,79672.98,60,345,668.4,Interpolated (Month),14340,1.0675905853205327,0.048473420842700704,0.9006973500697351,2024-2,4371.0,11625.333333333334,1.9549302219171816,1327.883
2300,2019,10,Europe,Model Y,10554,11418,56263.12,100,570,902.37,Official (Quarter),13239,1.0818646958499147,0.0790304781923279,0.7971901200997055,2019-10,10984.0,9383.333333333334,-0.03914785142024768,562.6312
2301,2017,5,Asia,Cybertruck,2895,3028,74707.1,60,348,151.12,Official (Quarter),7008,1.0459412780656303,0.04990752972258917,0.4130993150684932,2017-5,17318.0,10366.333333333334,-0.8328328906340224,1245.1183333333333
2302,2015,3,Asia,Model S,12060,13504,95497.48,82,479,866.51,Official (Quarter),12549,1.1197346600331675,0.064166913507109,0.9610327516136744,2015-3,2895.0,10757.666666666666,3.16580310880829,1164.6034146341462
2303,2018,7,Asia,Model Y,16516,18763,119249.2584,75,420,1040.51,Official (Quarter),7265,1.1360498910147736,0.05545541757714651,2.273365450791466,2018-7,12060.0,10490.333333333334,0.36948590381426194,1589.9901120000002
2304,2023,4,North America,Model X,12491,12935,70206.64,100,596,1116.7,Official (Quarter),12908,1.0355455928268353,0.0863316582914573,0.9676944530523707,2023-4,6667.0,8508.333333333334,0.8735563221838909,702.0664
2305,2022,8,North America,Model Y,17669,18984,107730.62,120,684,1812.84,Official (Quarter),4228,1.0744241326617239,0.09549304677623262,4.179044465468307,2022-8,12491.0,12275.666666666666,0.41453846769674163,897.7551666666666
2306,2018,6,Asia,Model Y,7543,7633,80928.36,100,558,631.35,Official (Quarter),5213,1.0119315922046932,0.08271321891785668,1.4469595242662574,2018-6,16516.0,12039.666666666666,-0.5432913538387019,809.2836
2307,2019,8,Middle East,Model S,11957,12248,117182.2,82,485,869.87,Estimated (Region),13365,1.0243372083298485,0.07102139124755062,0.8946502057613168,2019-8,12916.0,9748.0,-0.07424899349643854,1429.051219512195
2308,2019,11,Europe,Model 3,9749,11099,88137.73,120,676,988.55,Interpolated (Month),11428,1.1384757411016515,0.08906658257500676,0.8530801540077004,2019-11,10554.0,10429.0,-0.0762743983323858,734.4810833333333
2309,2022,12,Europe,Model 3,13091,14830,101032.36,120,715,1404.01,Interpolated (Month),6991,1.1328393552822549,0.09467363452461228,1.8725504219711058,2022-12,9749.0,11131.333333333334,0.342804390193866,841.9363333333333
2310,2019,1,Asia,Model 3,12370,13923,66787.4,75,419,777.45,Official (Quarter),9058,1.1255456750202102,0.055839258780435254,1.3656436299403842,2019-1,7543.0,12143.0,0.6399310619117062,890.4986666666666
2311,2016,8,Middle East,Cybertruck,14320,14659,98712.94,60,353,758.24,Estimated (Region),6801,1.023673184357542,0.05172522000136435,2.1055727098956036,2016-8,11957.0,13064.333333333334,0.19762482227983602,1645.2156666666667
2312,2015,1,Middle East,Cybertruck,8803,9344,102888.58,60,336,443.67,Interpolated (Month),3923,1.0614563217085085,0.047481806506849314,2.2439459597247007,2015-1,14320.0,11693.333333333334,-0.3852653631284916,1714.8096666666668
2313,2017,11,North America,Cybertruck,9790,10499,108676.13,60,340,499.29,Interpolated (Month),13317,1.072420837589377,0.04755595771025812,0.7351505594353083,2017-11,17669.0,13316.666666666666,-0.44592223668572073,1811.2688333333333
2314,2015,2,Middle East,Model S,5076,5146,112805.1,60,357,271.82,Interpolated (Month),10597,1.0137903861308117,0.052821609016712005,0.47900349155421346,2015-2,8803.0,9399.666666666666,-0.42337839372941044,1880.085
2315,2025,5,Middle East,Model Y,9312,10589,59818.7,60,346,483.29,Interpolated (Month),10117,1.137134879725086,0.045640759278496555,0.9204309577938123,2025-5,5076.0,7730.333333333333,0.83451536643026,996.9783333333332
2316,2017,3,North America,Cybertruck,16322,16958,74163.45,82,488,1194.77,Estimated (Region),6486,1.0389658130131112,0.07045465267130557,2.5164970706136294,2017-3,9790.0,14593.666666666666,0.6672114402451481,904.4323170731707
2317,2018,11,North America,Model S,9342,9740,70227.8,82,466,653.01,Official (Quarter),7719,1.042603296938557,0.0670441478439425,1.2102603964244074,2018-11,16322.0,11818.0,-0.42764367111873547,856.4365853658537
2318,2022,9,North America,Model 3,11967,12515,102122.26,75,414,743.15,Official (Quarter),5631,1.0457925963065096,0.05938074310827007,2.1251997868939796,2022-9,9342.0,12543.666666666666,0.28098908156711633,1361.6301333333333
2319,2022,11,Asia,Model S,12632,13778,92986.35,120,691,1309.31,Interpolated (Month),4102,1.0907219759341356,0.09502903178980984,3.0794734275962945,2022-11,12370.0,10848.333333333334,0.021180274858528803,774.88625
2320,2017,3,Middle East,Model X,11422,13008,66007.37,82,477,817.24,Estimated (Region),5664,1.138854841533882,0.0628259532595326,2.01659604519774,2017-3,9312.0,8603.333333333334,0.22658934707903788,804.9679268292682
2321,2022,2,Europe,Model S,3095,3369,101539.59,60,347,161.09,Interpolated (Month),3801,1.088529886914378,0.047815375482338975,0.8142594054196264,2022-2,13091.0,8645.0,-0.7635780307081201,1692.3265
2322,2025,10,North America,Model 3,5566,5721,63888.05,100,573,478.4,Estimated (Region),8899,1.0278476464247215,0.08362174445027093,0.6254635352286774,2025-10,11967.0,8958.333333333334,-0.5348876075875324,638.8805
2323,2016,1,Europe,Model S,8875,9097,57319.75,82,477,635.01,Official (Quarter),11477,1.0250140845070423,0.06980433109816422,0.7732857018384596,2016-1,3095.0,8353.666666666666,1.8675282714054928,699.0213414634146
2324,2018,4,North America,Cybertruck,5716,6185,62225.3,75,423,362.68,Official (Quarter),10965,1.0820503848845346,0.05863864187550526,0.5212950296397629,2018-4,5566.0,7749.666666666667,0.026949335249730533,829.6706666666668
2325,2020,11,Europe,Cybertruck,10137,10384,112652.37,100,584,888.0,Official (Quarter),5998,1.0243661832889415,0.08551617873651772,1.6900633544514838,2020-11,8875.0,7369.0,0.14219718309859153,1126.5237
2326,2015,8,Asia,Cybertruck,10222,11128,77930.19,60,331,507.52,Official (Quarter),7022,1.0886323615730777,0.04560747663551402,1.4557106237539164,2015-8,12632.0,11741.333333333334,-0.19078530715642816,1298.8365000000001
2327,2022,1,Europe,Model 3,4738,5389,59378.24,120,700,497.49,Estimated (Region),3052,1.1373997467285775,0.09231582853961774,1.552424639580603,2022-1,10137.0,7916.666666666667,-0.5326033343198184,494.8186666666667
2328,2017,8,Europe,Model S,13987,15741,107497.19,75,444,931.53,Official (Quarter),8821,1.12540215914778,0.05917857823518201,1.5856478857272418,2017-8,4738.0,9620.666666666666,1.9520894892359646,1433.2958666666666
2329,2025,7,Asia,Model X,16163,18239,71701.14,82,467,1132.22,Estimated (Region),7278,1.1284415021963745,0.06207686824935578,2.220802418246771,2025-7,10222.0,13005.666666666666,0.5811974173351595,874.4041463414634
2330,2020,8,Europe,Model 3,11092,11149,84829.63,100,557,926.74,Official (Quarter),5195,1.0051388388027407,0.08312315005830119,2.1351299326275264,2020-8,13987.0,9939.0,-0.20697790805748195,848.2963000000001
2331,2017,5,Europe,Cybertruck,8571,8637,85335.69,75,439,564.4,Interpolated (Month),13351,1.007700385019251,0.06534676392265833,0.6419743839412778,2017-5,11092.0,11216.666666666666,-0.22728092318788318,1137.8092
2332,2022,4,Middle East,Model Y,14998,16569,99275.51,120,689,1550.04,Official (Quarter),13978,1.1047472996399519,0.09355060655440883,1.0729718128487624,2022-4,11422.0,11910.666666666666,0.3130800210120819,827.2959166666666
2333,2022,7,Middle East,Model 3,14063,14945,80859.86,100,581,1225.59,Official (Quarter),12293,1.0627177700348431,0.08200669120107058,1.1439843813552428,2022-7,14998.0,13494.333333333334,-0.062341645552740355,808.5986
2334,2023,8,Europe,Model S,10073,11143,59410.18,60,354,534.88,Interpolated (Month),10273,1.1062245607068402,0.04800143587902719,0.9805314903144164,2023-8,8571.0,9912.0,0.17524209543810532,990.1696666666667
2335,2015,7,Europe,Model X,6676,7646,110585.5,100,590,590.83,Estimated (Region),6094,1.1452965847813061,0.07727308396547215,1.0955037742041351,2015-7,10073.0,8440.0,-0.3372381614216221,1105.855
2336,2025,11,Middle East,Cybertruck,12586,14301,106595.93,82,487,919.41,Estimated (Region),3139,1.136262513904338,0.06428990979651772,4.0095571838165025,2025-11,14063.0,13882.333333333334,-0.10502737680438023,1299.9503658536585
2337,2023,5,Europe,Model 3,9249,10571,110580.06,100,564,782.47,Estimated (Region),4911,1.142934371283382,0.07402043326080787,1.8833231521075138,2023-5,6676.0,8666.0,0.3854104254044337,1105.8006
2338,2019,2,North America,Model S,9582,10448,55580.06,120,700,1006.11,Interpolated (Month),14190,1.0903777916927573,0.09629689892802451,0.6752642706131078,2019-2,5716.0,6954.666666666667,0.6763470958712385,463.1671666666667
